Legacy_Ref_ID,Legacy_Qty,Legacy_Weight,Legacy_Cost,Legacy_Safety_Stock,Legacy_Volume,Legacy_Description,Legacy_Batch,Legacy_Status,Legacy_Region,Legacy_Type,Legacy_Priority,Legacy_Warehouse_Code,Legacy_Material_Group,Legacy_Lifecycle
REF-58975,84,41,172,4,37,Item_Desc_357,B157,Active,South,Finished,Medium,WH99,Chem,EndOL
REF-42091,86,33,453,2,21,Item_Desc_438,B545,Hold,South,Finished,High,WH99,Mech,New
REF-77228,94,17,53,18,94,Item_Desc_542,B720,Closed,North,Raw,Medium,WH01,Elec,EndOL
REF-65672,47,11,326,20,99,Item_Desc_552,B570,Closed,South,Raw,High,WH02,Elec,Mature
REF-90276,40,37,382,8,51,Item_Desc_783,B195,Hold,West,Raw,Low,WH02,Mech,New
REF-84671,100,12,222,2,10,Item_Desc_644,B582,Closed,North,Finished,Low,WH02,Elec,New
REF-34521,28,34,384,18,7,Item_Desc_659,B754,Active,North,Service,Medium,WH99,Elec,Mature
REF-12232,45,16,490,19,70,Item_Desc_517,B563,Closed,South,Service,Medium,WH01,Elec,EndOL
REF-27841,93,38,246,13,64,Item_Desc_820,B827,Closed,West,Finished,High,WH03,Mech,EndOL
REF-50247,73,47,134,10,91,Item_Desc_835,B193,Closed,West,Finished,Low,WH01,Mech,New
REF-20292,21,35,466,12,62,Item_Desc_834,B828,Closed,North,Raw,Medium,WH03,Elec,EndOL
REF-16125,38,48,130,0,97,Item_Desc_808,B331,Active,South,Finished,High,WH01,Chem,Mature
REF-94346,19,30,375,15,74,Item_Desc_577,B337,Closed,South,Finished,Medium,WH02,Mech,EndOL
REF-27838,68,26,414,4,20,Item_Desc_916,B380,Closed,South,Raw,Low,WH01,Mech,Mature
REF-33518,20,43,447,16,60,Item_Desc_828,B947,Active,South,Raw,High,WH03,Chem,New
REF-85897,21,12,454,18,98,Item_Desc_486,B622,Active,South,Finished,High,WH01,Mech,Mature
REF-86916,93,16,267,8,28,Item_Desc_293,B216,Hold,North,Finished,Medium,WH02,Chem,Mature
REF-36762,78,31,368,10,47,Item_Desc_26,B367,Active,West,Raw,Low,WH99,Chem,EndOL
REF-64790,13,39,330,17,60,Item_Desc_437,B913,Closed,South,Raw,Medium,WH99,Elec,EndOL
REF-29038,64,39,449,10,100,Item_Desc_119,B631,Closed,West,Finished,Medium,WH02,Chem,Mature
REF-84148,77,29,201,5,66,Item_Desc_120,B779,Active,West,Raw,High,WH02,Elec,New
REF-66616,21,47,366,18,28,Item_Desc_422,B595,Active,South,Finished,High,WH01,Mech,New
REF-29013,90,42,73,16,64,Item_Desc_538,B437,Closed,West,Raw,Low,WH01,Chem,EndOL
REF-77066,20,42,195,9,62,Item_Desc_162,B414,Active,West,Raw,Medium,WH03,Elec,EndOL
REF-87174,68,27,150,6,5,Item_Desc_116,B219,Hold,West,Service,Low,WH02,Mech,New
REF-96923,81,30,309,17,45,Item_Desc_865,B741,Active,North,Finished,High,WH03,Mech,EndOL
REF-57042,57,18,253,6,57,Item_Desc_4,B610,Active,North,Service,Low,WH03,Elec,Mature
REF-84471,98,37,153,18,17,Item_Desc_278,B802,Active,South,Finished,Low,WH02,Mech,Mature
REF-17944,80,49,217,16,8,Item_Desc_106,B958,Hold,South,Raw,High,WH99,Elec,Mature
REF-56513,15,24,269,16,42,Item_Desc_344,B677,Hold,South,Finished,Medium,WH99,Chem,EndOL
REF-77978,60,48,319,5,17,Item_Desc_487,B759,Closed,West,Finished,Medium,WH03,Chem,EndOL
REF-48845,80,48,266,6,91,Item_Desc_663,B346,Active,West,Raw,Low,WH02,Elec,New
REF-33659,14,15,224,15,14,Item_Desc_884,B770,Hold,South,Service,Low,WH03,Chem,New
REF-51554,92,19,114,10,92,Item_Desc_43,B262,Active,West,Finished,High,WH03,Mech,New
REF-47434,83,37,133,19,100,Item_Desc_711,B296,Hold,West,Raw,High,WH01,Chem,Mature
REF-12246,6,46,217,17,11,Item_Desc_872,B860,Active,North,Raw,Medium,WH03,Elec,EndOL
REF-86266,48,16,330,8,87,Item_Desc_610,B122,Hold,South,Service,Medium,WH03,Chem,Mature
REF-93910,69,32,465,12,50,Item_Desc_634,B323,Hold,North,Finished,High,WH02,Chem,Mature
REF-37893,65,49,77,17,40,Item_Desc_193,B127,Active,North,Finished,Medium,WH99,Elec,Mature
REF-29900,20,27,381,3,59,Item_Desc_177,B599,Closed,West,Raw,Medium,WH03,Elec,EndOL
REF-28177,3,42,292,7,67,Item_Desc_455,B751,Hold,South,Service,Low,WH02,Chem,Mature
REF-32472,28,14,273,11,94,Item_Desc_586,B844,Hold,North,Service,Medium,WH02,Elec,EndOL
REF-32646,48,36,88,7,70,Item_Desc_356,B350,Closed,South,Raw,Low,WH03,Chem,Mature
REF-45119,73,34,434,5,50,Item_Desc_894,B936,Hold,South,Raw,Medium,WH03,Elec,Mature
REF-31853,91,46,233,6,51,Item_Desc_826,B981,Hold,South,Service,Low,WH02,Chem,New
REF-74193,86,19,150,16,51,Item_Desc_102,B469,Active,South,Service,Medium,WH02,Chem,New
REF-40905,69,39,352,3,31,Item_Desc_768,B729,Active,West,Service,Low,WH01,Chem,New
REF-65424,39,36,75,5,74,Item_Desc_629,B418,Hold,West,Service,High,WH99,Mech,Mature
REF-91183,48,24,351,13,46,Item_Desc_470,B178,Closed,South,Raw,High,WH99,Elec,EndOL
REF-68861,12,36,359,17,54,Item_Desc_143,B604,Closed,North,Service,Low,WH99,Chem,EndOL
REF-47186,31,22,119,2,99,Item_Desc_27,B730,Closed,West,Finished,Low,WH03,Chem,EndOL
REF-91483,67,36,82,6,16,Item_Desc_962,B165,Active,West,Raw,Medium,WH01,Mech,EndOL
REF-74456,41,49,52,8,21,Item_Desc_360,B109,Hold,West,Finished,High,WH01,Chem,New
REF-17955,55,15,301,12,47,Item_Desc_167,B854,Hold,West,Service,Medium,WH02,Chem,New
REF-50365,86,42,481,13,99,Item_Desc_679,B708,Hold,South,Finished,High,WH03,Elec,Mature
REF-72667,80,43,319,15,89,Item_Desc_169,B464,Active,South,Service,Low,WH03,Elec,EndOL
REF-97859,72,30,79,13,14,Item_Desc_578,B309,Active,South,Raw,Low,WH03,Chem,New
REF-57589,51,27,323,17,45,Item_Desc_288,B453,Active,West,Raw,Medium,WH01,Chem,EndOL
REF-22023,64,37,192,10,92,Item_Desc_551,B523,Closed,West,Raw,High,WH03,Mech,Mature
REF-62664,82,15,411,12,31,Item_Desc_639,B515,Active,North,Service,High,WH02,Elec,EndOL
REF-87265,53,37,76,3,94,Item_Desc_492,B900,Hold,South,Service,Low,WH03,Elec,Mature
REF-58285,55,30,285,10,78,Item_Desc_974,B841,Hold,South,Raw,High,WH02,Elec,EndOL
REF-37486,71,48,203,17,41,Item_Desc_409,B156,Hold,West,Finished,Medium,WH01,Mech,Mature
REF-24809,37,44,152,11,63,Item_Desc_348,B181,Active,North,Service,Low,WH03,Mech,Mature
REF-80001,24,23,464,1,32,Item_Desc_815,B910,Hold,West,Raw,Low,WH99,Elec,EndOL
REF-11388,87,38,396,8,5,Item_Desc_264,B637,Closed,West,Finished,Low,WH02,Mech,EndOL
REF-20718,92,44,443,6,96,Item_Desc_675,B896,Active,South,Finished,High,WH03,Chem,New
REF-66524,40,38,457,5,54,Item_Desc_169,B386,Active,North,Service,High,WH03,Chem,EndOL
REF-37968,30,36,265,10,58,Item_Desc_311,B485,Hold,West,Finished,High,WH03,Mech,New
REF-97528,1,34,106,5,75,Item_Desc_336,B100,Active,South,Finished,Low,WH03,Mech,New
REF-88770,18,17,404,20,70,Item_Desc_771,B836,Hold,West,Raw,Medium,WH01,Mech,New
REF-53863,100,32,271,6,12,Item_Desc_657,B558,Closed,West,Raw,High,WH99,Elec,New
REF-26377,30,45,247,1,58,Item_Desc_560,B510,Active,West,Raw,Medium,WH03,Chem,New
REF-23500,67,42,433,0,36,Item_Desc_664,B860,Hold,North,Raw,Medium,WH99,Mech,EndOL
REF-66736,10,26,223,11,73,Item_Desc_489,B976,Hold,North,Service,Medium,WH03,Elec,New
REF-84248,80,16,107,19,24,Item_Desc_140,B758,Active,West,Service,Medium,WH02,Mech,New
REF-50258,56,29,414,20,75,Item_Desc_181,B363,Active,South,Service,Low,WH99,Chem,Mature
REF-65242,52,20,398,11,7,Item_Desc_720,B107,Hold,South,Finished,Low,WH01,Elec,New
REF-62564,79,17,454,5,94,Item_Desc_215,B154,Hold,North,Finished,Medium,WH01,Mech,Mature
REF-61452,98,32,265,1,50,Item_Desc_378,B371,Closed,West,Finished,Low,WH02,Elec,New
REF-93807,62,50,172,8,96,Item_Desc_201,B510,Active,North,Finished,Low,WH99,Mech,New
REF-56530,54,41,251,15,53,Item_Desc_470,B688,Closed,South,Finished,Low,WH02,Chem,EndOL
REF-61263,13,12,94,14,97,Item_Desc_544,B450,Closed,North,Service,Low,WH02,Chem,New
REF-89475,25,15,380,0,99,Item_Desc_936,B835,Hold,North,Finished,Medium,WH02,Mech,Mature
REF-67916,62,46,331,5,42,Item_Desc_390,B483,Hold,West,Finished,Low,WH01,Elec,Mature
REF-61072,69,15,250,18,81,Item_Desc_393,B959,Active,North,Service,Medium,WH02,Mech,EndOL
REF-32113,19,31,109,11,96,Item_Desc_562,B279,Closed,South,Finished,Low,WH03,Chem,EndOL
REF-46205,57,23,312,15,93,Item_Desc_18,B501,Hold,West,Raw,Medium,WH03,Mech,Mature
REF-68300,60,31,466,10,30,Item_Desc_35,B541,Active,West,Finished,High,WH03,Elec,EndOL
REF-83825,86,21,314,14,89,Item_Desc_449,B410,Closed,West,Finished,Low,WH02,Mech,Mature
REF-82174,2,50,232,7,24,Item_Desc_987,B617,Closed,North,Finished,Low,WH01,Chem,New
REF-12863,6,31,314,10,70,Item_Desc_873,B998,Active,South,Raw,Low,WH99,Mech,Mature
REF-13985,45,21,277,8,65,Item_Desc_791,B258,Hold,North,Service,Medium,WH99,Mech,Mature
REF-41031,36,46,307,13,29,Item_Desc_35,B339,Closed,South,Raw,Low,WH99,Elec,New
REF-20980,14,13,127,15,60,Item_Desc_182,B155,Hold,North,Raw,Medium,WH99,Mech,EndOL
REF-86651,82,27,243,15,40,Item_Desc_543,B835,Hold,West,Service,High,WH99,Elec,Mature
REF-17747,44,16,380,2,11,Item_Desc_307,B205,Active,South,Raw,Medium,WH03,Elec,New
REF-77684,85,29,221,7,97,Item_Desc_661,B807,Closed,West,Raw,Medium,WH01,Chem,New
REF-45199,75,38,478,19,98,Item_Desc_417,B671,Closed,North,Finished,Low,WH02,Chem,New
REF-47137,2,13,353,5,26,Item_Desc_634,B872,Closed,West,Finished,High,WH02,Chem,EndOL
REF-79150,19,24,444,18,45,Item_Desc_274,B654,Closed,South,Service,High,WH99,Elec,Mature
REF-17467,80,48,204,19,42,Item_Desc_40,B621,Hold,West,Service,High,WH01,Elec,Mature
REF-82734,35,32,181,16,93,Item_Desc_60,B118,Active,West,Service,Medium,WH02,Elec,EndOL
REF-46174,100,30,473,8,62,Item_Desc_656,B812,Closed,South,Finished,Medium,WH02,Elec,Mature
REF-38678,33,13,300,16,85,Item_Desc_195,B164,Hold,West,Service,Medium,WH99,Chem,Mature
REF-79685,76,10,415,12,80,Item_Desc_500,B822,Active,North,Raw,Medium,WH02,Chem,EndOL
REF-19881,31,30,431,0,11,Item_Desc_784,B641,Active,West,Finished,Medium,WH01,Mech,EndOL
REF-40645,90,33,435,1,81,Item_Desc_80,B716,Active,South,Raw,Low,WH99,Mech,EndOL
REF-86031,88,41,204,11,8,Item_Desc_218,B493,Closed,South,Service,High,WH02,Elec,EndOL
REF-68370,92,27,358,8,78,Item_Desc_846,B505,Active,North,Raw,High,WH01,Mech,EndOL
REF-98977,97,31,81,9,7,Item_Desc_454,B629,Active,North,Raw,Medium,WH01,Elec,New
REF-82963,57,25,243,15,50,Item_Desc_450,B621,Hold,West,Finished,Low,WH99,Mech,Mature
REF-23595,59,29,59,12,59,Item_Desc_977,B751,Active,North,Raw,Low,WH03,Elec,EndOL
REF-21512,73,27,148,12,16,Item_Desc_986,B119,Closed,North,Raw,Low,WH99,Elec,New
REF-88026,85,27,133,2,66,Item_Desc_362,B637,Hold,West,Finished,High,WH99,Elec,New
REF-78008,74,30,58,2,13,Item_Desc_919,B777,Closed,North,Finished,High,WH99,Chem,Mature
REF-91001,13,14,70,15,62,Item_Desc_5,B161,Closed,West,Service,High,WH03,Mech,Mature
REF-50747,54,22,387,1,48,Item_Desc_953,B570,Hold,North,Raw,Low,WH02,Chem,EndOL
REF-94071,43,50,371,1,63,Item_Desc_219,B824,Active,West,Finished,High,WH01,Chem,New
REF-25479,80,21,166,16,53,Item_Desc_835,B737,Closed,North,Service,Low,WH02,Chem,New
REF-45955,85,18,381,0,6,Item_Desc_722,B560,Active,West,Raw,Medium,WH01,Mech,Mature
REF-60148,27,40,358,11,99,Item_Desc_491,B546,Hold,West,Finished,Medium,WH03,Mech,EndOL
REF-86460,95,47,410,13,62,Item_Desc_675,B417,Closed,South,Service,High,WH02,Chem,New
REF-78266,40,41,102,2,58,Item_Desc_575,B797,Closed,West,Finished,High,WH99,Chem,Mature
REF-90601,34,39,224,8,60,Item_Desc_199,B566,Closed,West,Finished,Low,WH03,Elec,New
REF-24606,33,49,147,18,45,Item_Desc_860,B851,Closed,South,Service,Medium,WH02,Elec,Mature
REF-33824,43,44,177,11,35,Item_Desc_761,B815,Closed,North,Service,High,WH03,Mech,EndOL
REF-66174,62,11,287,10,29,Item_Desc_162,B491,Active,South,Finished,Medium,WH01,Elec,EndOL
REF-70327,94,32,123,6,76,Item_Desc_544,B612,Closed,North,Raw,Medium,WH03,Chem,New
REF-10720,2,14,394,6,30,Item_Desc_250,B923,Active,South,Raw,Low,WH99,Mech,New
REF-55677,24,30,197,6,95,Item_Desc_216,B652,Closed,North,Finished,Medium,WH03,Chem,Mature
REF-57641,48,13,225,11,14,Item_Desc_33,B334,Closed,West,Service,Medium,WH99,Mech,Mature
REF-97266,31,29,478,3,89,Item_Desc_498,B258,Active,North,Raw,Medium,WH03,Mech,Mature
REF-21106,50,19,453,3,55,Item_Desc_88,B759,Closed,West,Finished,Medium,WH02,Elec,Mature
REF-28405,67,21,170,17,82,Item_Desc_294,B531,Active,North,Service,High,WH03,Mech,Mature
REF-61773,15,47,58,9,90,Item_Desc_32,B189,Active,North,Service,Low,WH01,Mech,EndOL
REF-25593,82,25,136,8,8,Item_Desc_281,B511,Closed,South,Finished,Medium,WH99,Mech,New
REF-46131,1,26,404,5,25,Item_Desc_384,B476,Hold,North,Raw,Low,WH99,Elec,Mature
REF-91866,38,20,279,19,27,Item_Desc_920,B615,Closed,West,Finished,Medium,WH01,Elec,Mature
REF-22517,20,10,362,13,41,Item_Desc_109,B631,Closed,North,Finished,High,WH01,Elec,Mature
REF-39563,92,34,162,10,52,Item_Desc_693,B915,Active,South,Raw,Low,WH01,Chem,Mature
REF-45263,57,42,487,17,92,Item_Desc_187,B768,Hold,South,Service,Low,WH01,Chem,New
REF-78424,79,39,106,10,93,Item_Desc_352,B794,Closed,North,Raw,Low,WH02,Mech,Mature
REF-24156,4,34,154,7,38,Item_Desc_874,B197,Hold,North,Finished,High,WH99,Elec,New
REF-15438,67,13,259,9,99,Item_Desc_990,B647,Active,West,Finished,Medium,WH02,Chem,EndOL
REF-28953,12,48,434,8,59,Item_Desc_127,B968,Hold,South,Raw,Medium,WH01,Chem,Mature
REF-39778,86,35,94,1,28,Item_Desc_302,B832,Active,West,Finished,Low,WH99,Mech,New
REF-99148,57,28,218,8,56,Item_Desc_335,B342,Closed,South,Service,High,WH01,Mech,New
REF-45693,95,23,331,3,46,Item_Desc_286,B693,Hold,North,Raw,Medium,WH02,Chem,New
REF-90336,12,35,88,5,42,Item_Desc_899,B900,Hold,West,Service,High,WH99,Mech,Mature
REF-81601,47,27,381,8,65,Item_Desc_853,B930,Closed,North,Service,Medium,WH01,Chem,EndOL
REF-29387,63,35,262,0,11,Item_Desc_752,B264,Hold,North,Finished,Low,WH02,Mech,EndOL
REF-10881,51,22,235,5,13,Item_Desc_26,B790,Closed,South,Finished,Low,WH99,Elec,Mature
REF-13080,28,25,350,4,73,Item_Desc_431,B621,Closed,South,Service,Low,WH02,Chem,Mature
REF-91917,21,10,261,5,28,Item_Desc_403,B444,Hold,West,Finished,High,WH02,Elec,EndOL
REF-76244,100,36,313,4,60,Item_Desc_801,B815,Hold,North,Service,Low,WH99,Elec,New
REF-57106,32,37,253,15,96,Item_Desc_734,B910,Hold,South,Finished,Medium,WH02,Elec,EndOL
REF-82514,89,33,295,13,11,Item_Desc_905,B305,Active,South,Finished,Medium,WH02,Elec,Mature
REF-59361,55,25,408,19,94,Item_Desc_958,B240,Closed,South,Raw,Medium,WH01,Chem,EndOL
REF-68349,33,49,242,7,87,Item_Desc_99,B837,Closed,North,Raw,Medium,WH99,Chem,New
REF-43314,83,22,430,14,69,Item_Desc_710,B404,Hold,South,Finished,High,WH01,Chem,Mature
REF-80850,51,17,354,4,56,Item_Desc_555,B404,Active,South,Service,Low,WH02,Chem,New
REF-93105,52,20,60,11,74,Item_Desc_64,B136,Active,West,Finished,Low,WH02,Chem,EndOL
REF-82552,3,50,365,20,87,Item_Desc_14,B846,Closed,North,Finished,Low,WH02,Mech,New
REF-36264,12,23,479,7,73,Item_Desc_825,B462,Active,South,Service,Medium,WH03,Chem,New
REF-17644,86,46,500,10,67,Item_Desc_59,B919,Closed,West,Service,Low,WH99,Elec,EndOL
REF-93384,73,37,289,4,46,Item_Desc_971,B740,Active,North,Finished,Low,WH02,Mech,EndOL
REF-16202,51,21,308,3,34,Item_Desc_504,B673,Hold,West,Finished,High,WH03,Chem,Mature
REF-46664,38,26,428,0,85,Item_Desc_838,B479,Closed,South,Finished,Medium,WH99,Chem,EndOL
REF-30790,94,29,163,6,49,Item_Desc_3,B830,Closed,West,Raw,High,WH01,Elec,EndOL
REF-78943,80,22,372,5,94,Item_Desc_230,B499,Closed,West,Finished,Medium,WH99,Chem,Mature
REF-31822,11,31,408,6,60,Item_Desc_115,B487,Hold,North,Service,High,WH01,Elec,New
REF-32423,75,28,355,1,9,Item_Desc_820,B155,Active,North,Raw,Low,WH99,Chem,New
REF-92460,100,50,132,15,58,Item_Desc_594,B856,Active,North,Service,High,WH03,Chem,Mature
REF-97779,3,35,82,1,31,Item_Desc_332,B867,Hold,West,Raw,Low,WH02,Chem,EndOL
REF-87799,18,32,138,19,25,Item_Desc_442,B548,Hold,North,Raw,High,WH02,Mech,New
REF-21350,7,15,148,3,38,Item_Desc_507,B933,Active,South,Finished,High,WH03,Mech,New
REF-10435,88,15,342,12,55,Item_Desc_854,B349,Active,West,Finished,High,WH99,Mech,EndOL
REF-59511,21,50,252,2,57,Item_Desc_169,B583,Hold,West,Raw,Medium,WH02,Chem,New
REF-21111,60,17,115,14,98,Item_Desc_299,B857,Closed,West,Finished,Medium,WH03,Chem,Mature
REF-90535,13,18,126,17,98,Item_Desc_219,B355,Hold,North,Raw,Medium,WH99,Chem,Mature
REF-33697,73,49,299,4,22,Item_Desc_819,B322,Closed,South,Service,Medium,WH01,Mech,EndOL
REF-84005,85,40,128,5,9,Item_Desc_260,B379,Closed,West,Finished,High,WH01,Mech,Mature
REF-65644,53,50,457,16,60,Item_Desc_971,B809,Closed,South,Raw,Low,WH02,Elec,EndOL
REF-64244,59,38,143,10,25,Item_Desc_42,B426,Hold,North,Service,Low,WH02,Chem,Mature
REF-32107,6,49,332,4,78,Item_Desc_676,B269,Active,West,Service,Medium,WH02,Mech,Mature
REF-61050,9,38,98,6,17,Item_Desc_243,B698,Closed,North,Service,Low,WH01,Chem,EndOL
REF-38071,56,49,167,12,50,Item_Desc_412,B212,Active,South,Service,High,WH02,Elec,New
REF-99273,4,30,207,17,55,Item_Desc_531,B639,Active,South,Service,Low,WH02,Chem,EndOL
REF-61728,2,23,133,7,95,Item_Desc_646,B723,Closed,South,Raw,High,WH02,Chem,EndOL
REF-51013,81,34,467,8,80,Item_Desc_975,B113,Active,North,Raw,Medium,WH01,Elec,EndOL
REF-47096,9,12,160,12,32,Item_Desc_477,B681,Hold,West,Raw,High,WH99,Mech,EndOL
REF-69261,62,49,58,12,75,Item_Desc_808,B230,Closed,North,Finished,Medium,WH99,Mech,Mature
REF-80756,96,15,59,20,26,Item_Desc_759,B157,Closed,North,Finished,Medium,WH99,Chem,New
REF-61650,47,11,333,0,15,Item_Desc_484,B620,Hold,West,Raw,Medium,WH02,Elec,New
REF-39754,65,26,132,16,90,Item_Desc_309,B880,Closed,North,Finished,Medium,WH01,Chem,EndOL
REF-58813,42,28,492,4,62,Item_Desc_856,B762,Closed,North,Service,Medium,WH99,Mech,EndOL
REF-35600,95,28,243,9,77,Item_Desc_151,B884,Hold,West,Raw,Medium,WH99,Elec,New
REF-19650,88,21,58,18,87,Item_Desc_430,B208,Hold,North,Raw,Medium,WH99,Elec,New
REF-10336,34,24,382,3,49,Item_Desc_65,B541,Closed,North,Service,Medium,WH02,Mech,New
REF-49103,90,47,302,19,31,Item_Desc_553,B629,Active,North,Finished,Low,WH01,Elec,New
REF-98246,61,46,187,3,63,Item_Desc_71,B150,Closed,West,Service,Low,WH03,Elec,Mature
REF-89276,25,14,328,5,42,Item_Desc_195,B195,Active,West,Finished,High,WH01,Chem,EndOL
REF-14022,2,35,486,20,17,Item_Desc_446,B379,Hold,North,Finished,High,WH02,Mech,EndOL
REF-18300,95,48,411,10,26,Item_Desc_472,B861,Closed,South,Raw,High,WH01,Elec,EndOL
REF-49164,10,23,193,19,46,Item_Desc_47,B755,Hold,South,Service,Low,WH99,Chem,New
REF-87419,89,45,496,11,63,Item_Desc_647,B839,Hold,North,Service,High,WH99,Mech,Mature
REF-99155,25,43,167,19,34,Item_Desc_366,B248,Closed,North,Raw,Low,WH99,Mech,EndOL
REF-24603,12,47,386,3,77,Item_Desc_978,B454,Hold,West,Raw,Medium,WH01,Elec,Mature
REF-46229,68,24,243,6,71,Item_Desc_400,B113,Hold,South,Raw,Low,WH02,Elec,EndOL
REF-64473,74,13,435,3,91,Item_Desc_975,B680,Active,North,Service,High,WH02,Chem,EndOL
REF-98970,8,29,153,4,6,Item_Desc_231,B194,Active,North,Finished,High,WH03,Elec,Mature
REF-58929,19,21,426,5,13,Item_Desc_649,B977,Closed,North,Service,Medium,WH03,Mech,New
REF-79377,82,21,443,16,50,Item_Desc_710,B644,Hold,North,Raw,High,WH01,Mech,EndOL
REF-47752,29,17,135,2,18,Item_Desc_785,B104,Active,North,Raw,High,WH01,Mech,EndOL
REF-66045,56,31,472,19,97,Item_Desc_409,B434,Closed,South,Raw,Medium,WH99,Chem,Mature
REF-80388,32,10,281,14,52,Item_Desc_975,B110,Closed,South,Raw,High,WH99,Mech,New
REF-18885,21,47,422,14,81,Item_Desc_893,B601,Closed,South,Finished,High,WH02,Mech,EndOL
REF-77095,56,25,301,8,54,Item_Desc_155,B906,Closed,West,Service,Medium,WH02,Chem,EndOL
REF-50048,21,29,112,1,48,Item_Desc_757,B761,Active,West,Raw,Medium,WH02,Elec,Mature
REF-99287,5,34,193,16,99,Item_Desc_998,B223,Hold,West,Finished,Medium,WH99,Mech,Mature
REF-30572,55,50,436,10,29,Item_Desc_994,B308,Closed,North,Raw,Medium,WH99,Chem,New
REF-11273,71,12,358,8,50,Item_Desc_479,B516,Active,South,Raw,High,WH01,Mech,EndOL
REF-71978,90,24,194,14,26,Item_Desc_169,B755,Hold,North,Finished,Medium,WH99,Elec,New
REF-31690,18,34,167,15,59,Item_Desc_210,B954,Active,South,Raw,Low,WH99,Mech,Mature
REF-76078,4,24,83,8,86,Item_Desc_892,B117,Hold,West,Finished,High,WH99,Elec,EndOL
REF-48526,58,49,166,1,14,Item_Desc_900,B132,Hold,North,Service,Low,WH99,Elec,EndOL
REF-19730,45,25,417,20,84,Item_Desc_335,B915,Active,North,Finished,High,WH03,Chem,New
REF-50354,86,46,115,9,82,Item_Desc_536,B699,Hold,West,Raw,Low,WH02,Mech,EndOL
REF-22424,29,47,388,16,70,Item_Desc_854,B183,Closed,West,Raw,High,WH02,Chem,Mature
REF-40463,59,48,360,13,57,Item_Desc_376,B433,Closed,North,Service,Low,WH03,Mech,Mature
REF-92924,82,28,419,1,20,Item_Desc_902,B979,Active,West,Raw,Low,WH02,Chem,Mature
REF-57945,66,50,220,10,31,Item_Desc_947,B723,Hold,South,Service,Low,WH99,Elec,New
REF-53933,49,26,238,13,52,Item_Desc_995,B836,Active,South,Service,Medium,WH99,Mech,New
REF-60152,46,43,228,8,54,Item_Desc_417,B966,Closed,North,Service,Low,WH99,Elec,EndOL
REF-25036,68,29,492,13,52,Item_Desc_885,B805,Closed,North,Raw,Medium,WH03,Mech,EndOL
REF-40710,55,18,175,2,40,Item_Desc_718,B605,Closed,West,Raw,Low,WH02,Mech,New
REF-74500,34,37,386,8,94,Item_Desc_510,B277,Closed,South,Finished,High,WH03,Chem,EndOL
REF-27687,17,47,156,4,28,Item_Desc_652,B305,Hold,West,Finished,Medium,WH01,Chem,New
REF-40274,1,11,493,10,89,Item_Desc_123,B529,Closed,West,Finished,Low,WH99,Chem,Mature
REF-35355,7,27,473,15,9,Item_Desc_607,B992,Hold,North,Raw,High,WH01,Elec,EndOL
REF-98467,35,10,408,17,35,Item_Desc_584,B106,Hold,North,Raw,High,WH99,Elec,EndOL
REF-29980,71,35,97,1,35,Item_Desc_117,B662,Active,South,Service,Low,WH02,Mech,EndOL
REF-28321,11,41,299,18,65,Item_Desc_703,B194,Active,North,Finished,High,WH01,Elec,Mature
REF-64135,94,15,377,4,12,Item_Desc_74,B730,Hold,West,Finished,Low,WH99,Mech,EndOL
REF-14991,22,43,324,8,83,Item_Desc_487,B892,Hold,South,Service,Medium,WH99,Chem,EndOL
REF-80354,60,33,375,10,58,Item_Desc_693,B687,Active,South,Finished,High,WH01,Chem,New
REF-27542,40,44,57,5,58,Item_Desc_731,B734,Hold,West,Finished,Medium,WH01,Chem,New
REF-64655,100,16,355,8,76,Item_Desc_244,B538,Closed,North,Raw,Medium,WH03,Chem,Mature
REF-57403,39,49,79,6,17,Item_Desc_23,B227,Closed,South,Raw,Medium,WH02,Chem,New
REF-40978,82,32,426,3,73,Item_Desc_122,B174,Closed,North,Finished,Low,WH99,Mech,New
REF-95744,50,37,154,1,62,Item_Desc_865,B821,Active,West,Service,Medium,WH99,Elec,Mature
REF-59912,45,26,338,7,6,Item_Desc_656,B785,Active,West,Service,High,WH02,Elec,Mature
REF-41892,17,23,149,3,10,Item_Desc_470,B597,Active,West,Service,Medium,WH03,Mech,New
REF-91414,20,11,438,6,57,Item_Desc_419,B865,Active,North,Service,High,WH02,Mech,EndOL
REF-90649,67,27,162,20,8,Item_Desc_579,B407,Closed,West,Finished,High,WH02,Mech,New
REF-70679,25,32,468,9,36,Item_Desc_700,B205,Closed,West,Finished,Medium,WH01,Elec,Mature
REF-49680,33,49,476,11,86,Item_Desc_904,B433,Closed,South,Service,Low,WH02,Mech,EndOL
REF-77953,63,25,304,3,82,Item_Desc_181,B690,Hold,West,Raw,Low,WH99,Elec,New
REF-27536,20,26,311,15,14,Item_Desc_193,B158,Hold,North,Service,Medium,WH99,Elec,EndOL
REF-35127,10,36,203,20,48,Item_Desc_665,B540,Hold,North,Raw,High,WH03,Elec,EndOL
REF-67242,30,10,165,6,5,Item_Desc_71,B881,Hold,South,Service,Low,WH99,Mech,New
REF-64498,88,32,51,3,100,Item_Desc_813,B919,Active,South,Finished,Low,WH02,Chem,New
REF-67770,50,38,224,6,42,Item_Desc_369,B212,Hold,South,Finished,Low,WH03,Elec,Mature
REF-36631,45,39,365,5,70,Item_Desc_2,B253,Active,North,Finished,Low,WH02,Mech,EndOL
